region,country,reportyear,population,total_actual_dd,actual_dbd,actual_dcd,total_utilized_dd,utilized_dbd,utilized_dcd,dd_kidney_tx,ld_kidney_tx,total_kidney_tx,dd_liver_tx,domino_liver_tx,ld_liver_tx,total_liver_tx,total_heart,dd_lung_tx,ld_lung_tx,total_lung_tx,pancreas_tx,kidney_pancreas_tx,small_bowel_tx
America,Costa Rica,2014,4.9,18,18,0,18,18,0,52,54,106,9,0,0,9,1,1,0,1,0,0,1
Europe,Montenegro,2014,0.6,7,7,0,NA,NA,NA,1,8,9,2,0,0,2,0,0,0,0,1,NA,NA
Europe,Denmark,2014,5.6,80,80,0,79,79,0,139,110,249,47,0,0,47,32,29,0,29,0,0,0
America,Dominican Republic,2014,10.5,29,29,0,29,29,0,40,38,78,6,0,0,6,0,0,0,0,0,0,0
America,Ecuador,2014,16,50,50,0,50,50,0,82,21,103,23,0,2,25,0,0,0,0,0,0,0
Europe,Spain,2014,47.1,1682,1489,193,1442,1297,145,2255,423,2678,1051,6,21,1068,265,262,0,262,81,66,6
Europe,Finland,2014,5.4,121,121,0,120,120,0,225,15,240,59,0,0,59,26,17,0,17,15,15,0
Western Pacific,Fiji,2014,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
Europe,Georgia,2014,4.3,0,0,0,NA,NA,NA,0,27,27,0,0,2,2,0,0,0,0,0,0,0
Europe,Greece,2014,11.1,50,50,0,50,50,0,89,42,131,28,NA,NA,28,12,NA,NA,NA,NA,NA,NA
America,Guatemala,2014,15.9,8,8,0,8,8,0,16,104,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Honduras,2014,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Croatia,2014,4.3,151,151,0,NA,NA,NA,186,11,197,124,0,1,125,34,0,0,0,5,4,0
South-East Asia,Indonesia,2014,252.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Ireland,2014,4.7,63,59,4,59,55,4,112,40,152,44,0,0,44,18,31,0,31,6,5,0
Eastern Mediterranean,Iran (Islamic Republic of),2014,78.5,659,659,0,NA,NA,NA,1122,1203,2325,570,0,35,605,82,14,0,14,31,23,7
Europe,Iceland,2014,0.3,3,3,0,3,3,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0
Europe,Italy,2014,61.1,1384,1382,2,1175,1174,1,1589,251,1840,1059,0,16,1075,227,126,0,126,43,29,0
Eastern Mediterranean,Jordan,2014,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,Kenya,2014,45.5,0,0,0,0,0,0,0,11,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Republic of Korea,2014,49.5,446,445,1,446,445,1,808,1000,1808,404,0,858,1262,118,55,NA,55,55,19,5
Eastern Mediterranean,Kuwait,2014,3.5,24,24,0,24,24,0,41,58,99,0,0,0,0,0,0,0,0,2,2,0
Europe,Kazakhstan,2014,16.6,10,10,0,10,10,0,19,166,185,7,0,25,32,7,0,0,0,0,0,0
Western Pacific,Lao People's Democratic Republic,2014,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Lebanon,2014,5,25,9,16,22,6,16,10,81,91,1,NA,NA,1,2,0,0,0,0,0,0
Eastern Mediterranean,Libyan Arab Jamahiriya,2014,6.3,0,0,0,0,0,0,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Republic of Moldova,2014,3.5,11,11,0,10,10,0,8,2,10,6,0,4,10,0,0,0,0,0,0,0
Africa,Mali,2014,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
South-East Asia,Maldives,2014,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,Nigeria,2014,178.5,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0
America,Nicaragua,2014,6.2,0,0,0,0,0,0,0,11,11,0,0,0,0,0,NA,0,0,0,0,0
Europe,Netherlands,2014,16.8,282,150,132,271,150,121,470,534,1004,169,0,3,172,51,91,0,91,28,27,0
Europe,Norway,2014,5.1,116,114,2,116,114,2,206,68,274,100,0,0,100,34,33,0,33,31,17,0
Western Pacific,New Zealand,2014,4.6,46,40,6,41,37,4,66,72,138,38,0,5,43,17,17,0,17,2,2,0
Western Pacific,Philippines,2014,100.1,NA,NA,NA,NA,NA,NA,43,401,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Poland,2014,38.2,594,594,0,572,572,0,1094,55,1149,336,0,30,366,76,19,0,19,37,28,0
Europe,Portugal,2014,10.6,289,289,0,263,263,0,394,54,448,189,8,5,202,43,19,0,19,27,24,0
America,Paraguay,2014,6.9,9,9,0,9,9,0,14,5,19,0,0,0,0,3,0,0,0,0,0,0
Europe,Romania,2014,21.6,138,138,0,NA,NA,NA,273,37,310,108,0,14,122,4,0,0,0,12,10,0
Europe,Serbia,2014,9.5,41,41,0,41,41,0,74,30,104,17,0,0,17,4,0,0,0,0,0,0
Eastern Mediterranean,Saudi Arabia,2014,29.4,101,101,0,94,94,0,128,514,642,70,0,128,198,31,10,0,10,2,0,0
Eastern Mediterranean,Sudan,2014,38.8,0,0,0,0,0,0,0,146,146,0,0,0,0,0,0,0,0,0,0,0
Western Pacific,Singapore,2014,5.5,16,15,1,16,15,1,17,40,57,13,0,14,27,0,0,0,0,1,1,0
Europe,Slovenia,2014,2.1,44,44,0,43,43,0,55,0,55,31,0,0,31,33,0,0,0,0,0,0
Europe,Slovakia,2014,5.5,64,64,0,58,58,0,110,15,125,23,0,0,23,17,0,0,0,0,0,0
Africa,Senegal,2014,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
America,El Salvador,2014,6.4,0,0,0,NA,NA,NA,0,44,44,0,0,0,0,0,0,0,0,0,0,0
Europe,Turkey,2014,75.8,407,407,0,404,404,0,634,2298,2932,320,0,892,1212,78,33,0,33,10,2,5
America,United States of America,2014,322.6,8596,7304,1292,8131,6974,1157,12279,5536,17815,6449,12,268,6729,2679,1949,0,1949,954,709,139
America,Uruguay,2014,3.4,68,68,0,64,64,0,126,12,138,NA,NA,NA,26,7,NA,NA,NA,2,2,0
Europe,Uzbekistan,2014,29.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,South Africa,2014,53.1,76,76,0,76,76,0,115,98,213,52,NA,8,60,32,7,0,7,7,5,0
Europe,Albania,2015,2.9,0,0,0,NA,NA,NA,0,9,9,0,NA,3,3,NA,NA,NA,NA,NA,NA,NA
Europe,Armenia,2015,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
America,Argentina,2015,43.4,592,592,0,516,516,0,812,386,1198,347,NA,29,376,114,46,0,46,74,71,2
Europe,Austria,2015,8.5,205,199,6,196,190,6,355,62,417,141,0,5,146,67,130,0,130,27,25,0
Western Pacific,Australia,2015,24,435,315,120,418,304,114,703,242,945,265,1,2,268,95,195,0,195,45,43,1
Europe,Azerbaijan,2015,9.8,0,0,0,0,0,0,0,94,94,0,NA,16,16,0,0,0,0,0,0,0
Europe,Bosnia and Herzegovina,2015,3.8,6,6,0,6,6,0,7,16,23,4,0,4,8,0,0,0,0,0,0,0
Europe,Belgium,2015,11.3,357,NA,NA,315,209,106,471,57,528,247,1,32,280,78,129,0,129,12,12,0
Europe,Bulgaria,2015,7.1,45,45,0,19,19,0,38,10,48,15,0,1,16,7,0,0,0,0,0,0
America,Brazil,2015,207.8,2836,2836,0,2646,2646,0,4493,1017,5510,1670,0,146,1816,352,70,4,74,121,101,1
South-East Asia,Bhutan,2015,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Europe,Belarus,2015,9.5,191,191,0,181,181,0,311,22,333,70,0,2,72,33,2,0,2,5,5,0
America,Canada,2015,35.9,681,543,138,681,543,138,992,445,1437,444,NA,82,526,172,NA,NA,279,76,44,5
Europe,Switzerland,2015,8.3,143,127,16,134,119,15,222,100,322,133,1,2,136,40,52,0,52,8,7,0
Western Pacific,China,2015,1376,2766,443,2323,2707,432,2275,4931,2109,7040,2150,0,470,2620,279,118,0,118,NA,NA,NA
America,Colombia,2015,48.2,405,405,0,0,0,0,736,133,869,232,0,33,265,65,17,0,17,11,11,3
America,Costa Rica,2015,4.8,34,34,0,34,34,0,63,52,115,8,0,0,8,3,1,0,1,0,0,0
Europe,Montenegro,2015,0.6,0,0,0,0,0,0,0,6,6,0,0,1,1,0,0,0,0,0,0,0
Europe,Denmark,2015,5.7,87,87,0,85,85,0,154,119,273,58,0,0,58,27,35,0,35,2,2,0
America,Dominican Republic,2015,10.5,7,7,0,7,7,0,11,26,37,4,0,0,4,0,0,0,0,0,0,0
America,Ecuador,2015,16.1,63,63,0,63,63,0,112,6,118,12,0,2,14,0,0,0,0,0,0,0
Europe,Spain,2015,46.1,1851,1537,314,1605,1350,255,2517,388,2905,1127,5,30,1162,299,294,0,294,97,72,12
Europe,Finland,2015,5.5,127,127,0,126,126,0,229,15,244,77,0,0,77,27,24,0,24,17,16,3
Western Pacific,Fiji,2015,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Europe,Georgia,2015,4,0,0,0,0,0,0,0,50,50,0,0,6,6,0,0,0,0,0,0,0
Europe,Greece,2015,11,39,39,0,36,36,0,63,35,98,22,0,0,22,6,0,0,0,0,0,0
America,Guatemala,2015,16.3,15,0,0,0,0,0,30,105,135,0,0,0,0,0,0,0,0,0,0,0
America,Honduras,2015,8.1,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0
Europe,Croatia,2015,4.2,169,169,0,159,159,0,208,5,213,139,0,2,141,37,0,0,0,8,8,0
Europe,Ireland,2015,4.7,81,77,4,76,72,4,120,33,153,61,0,0,61,16,36,0,36,0,0,0
Eastern Mediterranean,Iran (Islamic Republic of),2015,79.1,808,808,0,0,0,0,1433,1098,2531,671,0,45,716,102,16,0,16,15,11,4
Europe,Iceland,2015,0.3,12,12,0,12,12,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0
Europe,Italy,2015,59.8,1369,1361,8,1165,1159,6,1578,303,1881,1071,0,23,1094,245,112,0,112,50,31,1
Eastern Mediterranean,Jordan,2015,7.6,1,1,0,1,1,0,2,230,232,0,0,12,12,0,0,0,0,0,0,0
Africa,Kenya,2015,46.1,NA,NA,NA,NA,NA,NA,NA,26,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Republic of Korea,2015,50.3,501,500,1,501,500,1,901,990,1891,456,0,942,1398,145,64,0,64,57,19,1
Eastern Mediterranean,Kuwait,2015,3.9,12,12,0,12,12,0,24,57,81,0,0,0,0,0,0,0,0,1,1,0
Europe,Kazakhstan,2015,17.6,22,22,0,22,22,0,36,183,219,12,0,45,57,19,3,0,3,0,0,0
Eastern Mediterranean,Lebanon,2015,5.9,5,5,0,3,3,0,6,70,76,2,0,3,5,2,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Libyan Arab Jamahiriya,2015,6.3,0,0,0,0,0,0,0,5,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
Europe,Republic of Moldova,2015,4.1,4,4,0,4,4,0,6,4,10,2,0,2,4,0,0,0,0,0,0,0
Africa,Mali,2015,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
South-East Asia,Maldives,2015,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,Nigeria,2015,182.2,0,0,0,0,0,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0
America,Nicaragua,2015,6.1,0,0,0,0,0,0,0,11,11,NA,0,0,0,0,NA,0,0,0,0,0
Europe,Netherlands,2015,16.9,284,128,156,265,126,139,470,514,984,148,0,3,151,54,78,0,78,25,22,0
Europe,Norway,2015,5.2,111,105,6,110,105,5,191,63,254,83,0,3,86,37,34,0,34,31,11,0
Western Pacific,New Zealand,2015,4.5,53,48,5,50,45,5,73,74,147,45,0,3,48,12,23,0,23,3,3,0
Western Pacific,Philippines,2015,100.7,NA,NA,NA,NA,NA,NA,43,401,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Poland,2015,38.6,526,523,3,510,507,3,987,60,1047,310,0,22,332,99,24,0,24,41,29,0
Europe,Portugal,2015,10.3,319,319,0,301,301,0,421,62,483,233,14,2,249,50,15,0,15,27,26,0
America,Paraguay,2015,6.6,10,10,0,10,10,0,19,18,37,1,0,0,1,2,0,0,0,0,0,0
Europe,Romania,2015,19.5,113,113,0,113,113,0,199,46,245,85,0,11,96,4,0,0,0,1,1,0
Europe,Serbia,2015,8.9,41,41,0,41,41,0,74,30,104,17,0,0,17,4,0,0,0,0,0,0
Eastern Mediterranean,Saudi Arabia,2015,31.5,89,89,0,86,86,0,144,618,762,67,0,130,197,30,39,0,39,8,2,0
Eastern Mediterranean,Sudan,2015,40.2,0,0,0,0,0,0,0,199,199,0,0,0,0,0,0,0,0,0,0,0
Western Pacific,Singapore,2015,5.6,22,21,1,22,21,1,32,40,72,20,0,18,38,6,1,0,1,1,1,0
Europe,Slovenia,2015,2.1,54,54,0,53,53,0,64,0,64,24,0,0,24,24,0,0,0,5,5,0
Europe,Slovakia,2015,5.4,94,94,0,90,90,0,165,19,184,34,0,0,34,27,0,0,0,0,0,0
Africa,Senegal,2015,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
America,El Salvador,2015,6.1,0,0,0,NA,NA,NA,0,44,44,0,0,0,0,0,0,0,0,0,0,0
Europe,Turkey,2015,78.7,472,472,0,470,470,0,670,2534,3204,345,0,871,1216,89,30,0,30,7,2,6
America,United States of America,2015,321.8,9079,7585,1494,8518,7230,1288,12969,5628,18597,6768,15,344,7127,2819,2072,0,2072,947,719,141
America,Uruguay,2015,3.4,45,45,0,43,43,0,81,17,98,16,0,3,19,4,0,0,0,2,2,0
Europe,Uzbekistan,2015,29.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,South Africa,2015,54.5,85,83,2,85,83,2,131,96,227,53,0,13,66,14,12,0,12,5,3,0
Europe,Armenia,2016,3,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0
America,Argentina,2016,43.8,515,515,0,481,481,0,746,404,1150,330,0,38,368,115,34,0,34,48,46,4
Europe,Austria,2016,8.6,217,211,6,207,202,5,365,67,432,152,0,2,154,57,110,0,110,26,24,1
Western Pacific,Australia,2016,24.3,503,375,128,480,363,117,821,265,1086,312,0,2,314,125,199,0,199,51,46,1
Europe,Bosnia and Herzegovina,2016,3.8,5,5,0,5,5,0,10,8,18,3,0,0,3,0,0,0,0,0,0,0
Europe,Belgium,2016,11.4,351,243,108,321,226,95,453,67,520,256,3,43,302,70,129,0,129,11,11,0
Europe,Bulgaria,2016,7.1,39,39,0,17,17,0,26,11,37,10,NA,1,11,9,0,0,0,0,0,0
America,Brazil,2016,209.6,2983,2983,0,2823,2823,0,4400,1200,5600,1723,NA,157,1880,357,92,0,92,134,108,1
Europe,Belarus,2016,9.5,222,222,0,208,208,0,366,18,384,64,0,6,70,44,2,0,2,2,2,0
America,Canada,2016,36.3,758,584,174,758,584,174,1260,472,1732,507,NA,73,580,204,302,0,302,95,61,5
Europe,Switzerland,2016,8.4,111,96,15,106,92,14,185,120,305,96,1,11,108,41,48,0,48,11,9,0
Western Pacific,China,2016,1382.3,4080,782,3298,4002,759,3243,7224,1795,9019,3264,NA,408,3672,368,204,0,204,NA,NA,NA
America,Colombia,2016,48.7,343,343,0,336,336,0,637,125,762,199,0,41,240,58,16,0,16,5,5,3
America,Costa Rica,2016,4.9,23,23,0,23,23,0,42,68,110,10,0,3,13,5,2,0,2,0,0,0
Europe,Montenegro,2016,0.6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
Europe,Denmark,2016,5.7,100,100,0,89,89,0,154,109,263,59,NA,0,59,29,29,0,29,7,7,0
America,Dominican Republic,2016,10.6,15,15,0,15,15,0,27,29,56,3,0,0,3,0,0,0,0,0,0,0
America,Ecuador,2016,16.4,83,83,0,82,82,0,133,6,139,31,0,0,31,0,0,0,0,0,0,0
Europe,Spain,2016,46.1,2019,1524,495,1743,1334,409,2654,343,2997,1126,5,28,1159,281,307,0,307,73,63,4
Europe,Finland,2016,5.5,136,136,0,132,132,0,240,22,262,61,NA,0,61,31,18,0,18,27,26,0
Western Pacific,Fiji,2016,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Europe,Georgia,2016,4,0,0,0,0,0,0,NA,19,19,0,0,13,13,0,0,0,0,0,0,0
Europe,Greece,2016,10.9,51,51,0,45,45,0,75,49,124,21,0,0,21,6,0,0,0,0,0,0
America,Guatemala,2016,16.7,8,8,0,NA,NA,NA,15,107,122,0,0,0,0,0,0,0,0,0,0,0
America,Honduras,2016,8.2,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0
Europe,Croatia,2016,4.2,166,166,0,150,150,0,183,7,190,121,NA,0,121,35,0,0,0,7,7,0
Europe,Ireland,2016,4.7,77,74,3,72,69,3,122,50,172,58,0,0,58,15,35,0,35,0,0,0
Eastern Mediterranean,Iran (Islamic Republic of),2016,80,870,870,0,870,870,0,1399,1078,2477,770,0,32,802,119,7,0,7,30,9,16
Europe,Iceland,2016,0.3,9,9,0,8,8,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0
Europe,Italy,2016,59.8,1478,1458,20,1298,1284,14,1796,280,2076,1213,1,7,1221,266,147,0,147,67,56,2
Eastern Mediterranean,Jordan,2016,7.7,0,0,0,0,0,0,0,194,194,0,0,13,13,0,0,0,0,0,0,0
Eastern Mediterranean,Kuwait,2016,4,18,18,0,16,16,0,30,47,77,0,0,0,0,0,0,0,0,1,1,0
Europe,Kazakhstan,2016,17.9,16,16,0,16,16,0,30,191,221,10,0,57,67,15,2,0,2,1,1,0
Europe,Republic of Moldova,2016,4.1,13,13,0,13,13,0,14,8,22,8,0,1,9,0,0,0,0,0,0,0
Africa,Nigeria,2016,187,0,0,0,0,0,0,0,58,58,0,0,0,0,0,0,0,0,0,0,0
Europe,Netherlands,2016,17,250,118,132,235,117,118,426,565,991,147,0,12,159,35,73,0,73,25,19,1
Europe,Norway,2016,5.3,111,109,2,107,105,2,193,47,240,100,0,0,100,21,34,0,34,20,16,0
Western Pacific,New Zealand,2016,4.6,61,55,6,59,54,5,90,82,172,55,1,3,59,11,17,0,17,4,4,0
Western Pacific,Philippines,2016,102.3,21,21,0,21,21,0,42,438,482,3,NA,0,3,0,0,0,0,0,0,0
Europe,Poland,2016,38.6,542,535,7,525,518,7,1058,50,1108,317,0,28,345,101,35,0,35,38,31,0
Europe,Portugal,2016,10.3,337,327,10,313,306,7,434,65,499,257,15,0,272,42,26,0,26,25,24,0
America,Paraguay,2016,6.7,11,11,0,11,11,0,22,25,47,6,0,0,6,2,0,0,0,0,0,0
Europe,Romania,2016,19.4,124,124,0,122,122,0,224,41,265,92,0,5,97,11,0,0,0,1,1,0
Eastern Mediterranean,Saudi Arabia,2016,32.2,92,91,1,83,82,1,123,673,796,69,1,145,215,29,16,0,16,11,4,1
Eastern Mediterranean,Sudan,2016,41.2,0,0,0,0,0,0,0,224,224,0,0,0,0,0,0,0,0,0,0,0
Western Pacific,Singapore,2016,5.7,27,24,3,27,24,3,40,32,72,16,NA,19,35,6,0,NA,0,0,0,NA
Europe,Slovenia,2016,2.1,42,42,0,41,41,0,44,2,46,27,0,0,27,31,0,0,0,5,5,0
Europe,Slovakia,2016,5.4,72,72,0,67,67,0,124,19,143,37,0,0,37,20,0,0,0,0,0,0
Europe,Turkey,2016,79.6,562,562,0,492,492,NA,784,2639,3423,392,0,1004,1396,69,22,0,22,6,1,5
America,United States of America,2016,324.1,9970,8286,1684,9381,7929,1452,14229,5629,19858,7496,9,345,7841,3209,2345,0,2345,1013,798,147
America,Uruguay,2016,3.4,57,57,0,56,56,0,104,14,118,23,0,2,25,6,3,NA,3,2,2,0
Africa,South Africa,2016,55,72,71,1,72,71,1,136,118,254,51,0,15,66,25,14,0,14,4,1,0
Europe,Armenia,2017,2.9,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0
America,Argentina,2017,44.3,593,593,0,546,546,0,929,392,1321,409,0,43,452,117,42,0,42,62,57,5
Europe,Austria,2017,8.7,213,206,7,206,199,7,359,69,428,158,0,3,161,64,116,0,116,20,20,NA
Western Pacific,Australia,2017,24.5,510,359,151,482,343,139,832,271,1103,280,0,2,282,98,210,0,210,49,47,1
Europe,Belgium,2017,11.4,348,245,103,348,245,103,485,63,548,269,3,33,305,79,121,0,121,14,9,3
Europe,Bulgaria,2017,7.1,43,43,0,19,19,0,32,8,40,12,0,1,13,5,0,0,0,0,0,0
America,Brazil,2017,209.3,3420,3420,0,3011,3011,0,4807,1139,5946,1921,11,186,2118,380,111,1,112,111,87,1
Europe,Belarus,2017,9.5,224,224,0,210,210,0,353,9,362,76,0,3,79,39,5,0,5,6,6,0
America,Canada,2017,36.6,802,601,201,802,601,201,1299,472,1771,524,NA,61,585,215,348,0,348,76,45,5
Europe,Switzerland,2017,8.5,145,106,39,141,104,37,232,128,360,134,1,8,143,40,32,0,32,5,5,0
America,Colombia,2017,49.1,437,437,0,434,434,0,798,138,936,243,0,39,282,75,24,0,24,13,13,0
America,Costa Rica,2017,4.9,22,22,0,22,22,0,40,51,91,10,0,2,12,4,0,0,0,0,0,0
Europe,Denmark,2017,5.7,103,103,0,97,97,0,165,92,257,57,0,0,57,25,35,0,35,9,9,0
America,Dominican Republic,2017,10.8,14,14,0,14,14,0,22,31,53,2,0,0,2,0,0,0,0,1,0,0
America,Ecuador,2017,16.6,83,83,0,77,77,0,141,9,150,36,0,1,37,0,0,0,0,0,0,0
Europe,Spain,2017,46.4,2183,1610,573,1906,1421,485,2937,332,3269,1226,4,17,1247,304,363,0,363,70,55,8
Europe,Finland,2017,5.5,118,118,0,116,116,0,211,29,240,63,0,0,63,26,24,0,24,21,21,0
Europe,Georgia,2017,3.9,0,0,0,0,0,0,0,21,21,0,0,10,10,0,0,0,0,0,0,0
Europe,Greece,2017,11.2,67,67,0,57,57,0,108,68,176,28,0,0,28,8,0,0,0,0,0,0
America,Guatemala,2017,16.9,2,2,2,2,2,0,4,108,112,NA,0,0,0,0,0,0,0,0,0,0
America,Honduras,2017,9.3,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0
Europe,Croatia,2017,4.2,140,140,0,132,132,0,154,11,165,118,0,1,119,33,0,0,0,5,4,0
Europe,Ireland,2017,4.8,99,91,8,92,84,8,141,51,192,62,0,0,62,16,36,0,36,5,5,0
Europe,Iceland,2017,0.3,6,6,0,6,6,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0
Europe,Italy,2017,59.4,1714,1661,53,1437,1407,30,1933,313,2246,1295,1,15,1311,265,144,0,144,39,28,NA
Eastern Mediterranean,Kuwait,2017,4.1,20,20,0,20,20,0,29,60,89,0,0,0,0,0,0,0,0,3,3,0
Europe,Republic of Moldova,2017,4.1,16,16,0,14,14,0,17,2,19,11,0,1,12,0,0,0,0,0,0,0
America,Nicaragua,2017,6.2,1,1,0,1,1,1,1,10,11,0,0,0,0,0,0,0,0,0,0,0
Europe,Netherlands,2017,17,258,112,146,244,108,136,428,551,979,160,0,9,169,38,74,0,74,25,22,0
Europe,Norway,2017,5.3,116,108,8,112,105,7,197,77,274,102,0,0,102,32,35,0,35,24,11,0
Western Pacific,New Zealand,2017,4.7,73,61,12,68,57,11,118,69,187,52,0,3,55,24,20,0,20,4,4,0
Europe,Poland,2017,38.2,560,558,2,542,540,2,1035,56,1091,349,0,24,373,98,39,0,39,41,30,0
Europe,Portugal,2017,10.3,351,330,21,322,308,14,452,77,529,247,10,2,259,46,34,0,34,27,26,0
America,Paraguay,2017,6.8,11,11,0,11,11,0,20,19,39,2,0,0,2,3,0,0,0,0,0,0
Europe,Romania,2017,19.7,65,65,0,64,64,0,98,51,149,52,1,10,63,3,0,0,0,0,0,0
Eastern Mediterranean,Saudi Arabia,2017,32.9,104,104,0,103,103,0,145,776,921,79,0,147,226,37,37,0,37,18,11,1
Eastern Mediterranean,Sudan,2017,40.5,0,0,0,0,0,0,0,214,214,0,0,0,0,0,0,0,0,0,0,0
Europe,Slovenia,2017,2.1,43,43,0,39,39,0,46,2,48,23,0,0,23,24,0,0,0,0,0,0
Europe,Slovakia,2017,5.4,86,86,0,80,80,0,142,11,153,32,0,0,32,18,0,0,0,0,0,0
America,United States of America,2017,324.5,10286,8403,1883,9706,8075,1631,14827,5811,20638,7715,8,359,8082,3273,2478,0,2478,1002,789,109
America,Uruguay,2017,3.5,66,66,0,66,66,0,128,19,147,24,0,0,24,7,6,0,6,0,0,0
